TweetID,Text,Category
9.12109E+17,@Nike how does your company feel about our players kneeling for the anthem. What are your plans on mending racial issues in the sport?,NT
9.12109E+17,If NFL players want something to be done I feel like boycotting Nike would definitely create a fire and get the ball roll... gotta make $$$,N
9.12109E+17,"Fuck yeah, I feel great! New shoes and a new scent. Nike and Dolce & Gabbana ftw. My workwife is the best.",P
9.12099E+17,Keep going may take some time for them to feel the pinch #BoycottNFL #BoycottNFLSponsors #NoMercy,N
9.12082E+17,"How do you feel about police brutality, racism and HATE in America and the kneeling to the flag @Nike @ChickfilA @VANS_66 you care?",N
9.12081E+17,"I need Coke, Nike , Under Armour, Johnson and Johnson, Chick Fil A... REAL MAJOR CORPS. Let's get down and dirty with how you feel about Don",NT
9.12072E+17,I feel like that could be a chicken-egg scenario.,N
9.12063E+17,Feet feel so good ion even wanna put the Nike socks back on,N
9.12062E+17,I feel bad for Paul. Super nice guy. Has to find a way to close. Maybe he should dump Nike for Divots and Dexter? https:// twitter.com/salesrepguy/st atus/911679316664180737 ,N
9.1206E+17,I feel like Nike is doing a lot of cool stuff with rising artists and designers lately and I like it a lot. I see what they're doing.,P
9.12031E+17,#dickssportingdoods refused to take back shoes that feel apart only after one month. They said its #nike problem. #badcustomerservice pic.twitter.com/YWAyTBcfUy,N
9.12018E+17,I don't why you always spill like a donkey don't feel Intolirence -don't worry we will offer you a Nike shoe to help you jogging,NT
9.12016E+17,"Brands such as Nike use celebrity endorsers to make the consumer feel like ""If they have it, then I need it too."" #MSU3013 #ICMKTG",P
9.12012E+17,These hoes go hard but I feel like Nike could of done better,N
9.12004E+17,I feel so disrespectful I just walked into an adidas store wearing Nike,N
9.11989E+17,Can Nike blazers come back into fashion so I don't feel odd about wearing mine,P
9.11989E+17,I feel truly blest,P
9.11972E+17,"I was just wondering how Coca-Cola, Samsung, and Nike feel about Labron James call the POTUS ""a bum"".",NT
9.1197E+17,Nike is #crueltyfree . Kanga-Lite is actually a water-resistant synthetic material that mimics the supreme ball feel of kangaroo leather. pic.twitter.com/RhRN3rOaK2,P
9.1196E+17,I feel bad for all my poor nike socks I never wear anymore,N
9.11957E+17,I feel like Im the only one who dont have a Nike sweats or hoodie,N
9.11919E+17,Feel like Im going blind but the off white x Nike Collabs are so poo,N
9.11911E+17,Its time we ask @Nike how they feel about their players disrespecting America . https:// twitter.com/YoungDems4Trum p/status/911910557225164800 ,N
9.11906E+17,I feel like I'm cheating on Nike when I wear Adidas. #justildithings,P
9.11894E+17,"Beautiful sunny morning, but that didn't feel easy at all. > Ran 7.59 kilometres with Nike + Run Club #JustDoIt pic.twitter.com/edEaLNychJ at Finsbury Park",P
9.11847E+17,I feel like Im bonding w these girls peeing lol,NT
9.11837E+17,I'm just tryna pop out in the full Nike tec fit & the Nike vapor maxes you feel me?,NT
9.11829E+17,"Sometimes I feel like NIKE refuse to make beautiful styled Air Max 95.. i wear 4.5 5, in kids 6 in women's I feel neglected",N
9.11804E+17,started on the island making me so depressed and upset and i feel so conflicted,NT
9.11789E+17,Bitch said she was done I'm like okay peace I'm so muthafuckin up I can't feel my feet,NT
9.11784E+17,I feel like it's a conflict of interest to wear both Nike & Adidas at the same time.,NT
9.11782E+17,I feel like Virgil should added some Nike free flyknit 3.0 to that Nike collection..,NT
9.11772E+17,I feel you. Ive always been strictly Nike lol,P
9.11745E+17,How do yall feel about cross branding? Like wearing Nike and Adidas together? (Example: Nike shoes with adidas pants) Is this acceptable?!,NT
9.11731E+17,I feel bad when I see homeless people on the streets...but then again I don't when I see them wearing Nike & Air Jordan clothing/shoes..,N
9.11722E+17,I feel that. Right he can start his own apparel company if he can legally do that with Nike https:// twitter.com/notthe12gaf/st atus/911720703493259264 ,NT
9.11718E+17,I feel bad for all my poor nike socks I never wear anymore,N
9.11687E+17,"I feel like a mom chillin in my car waiting for my kid with my aviators, nike flip flops, and athletic shorts",P
9.11683E+17,I need my safe place I feel like I'm being personally attacked,NT
9.11675E+17,Trying to see what I feel like doing tonight,NT
9.11666E+17,Can't wait to see Melo's long sleeves in a thunder jersey. I feel like Nike /Jordan had something to do with this. https:// twitter.com/espn/status/91 1656452942688257 ,P
9.11665E+17,"I'm at the Nike store, and this mom walking with her child, just dragged him face first into my ass, and I feel so violated.",NT
9.11659E+17,"Bruh, my nike trainers smell so bad I feel like I need to throw them out smfh",NT
9.11637E+17,I feel I'll need to learn to love it. If I get to the point I have the bag then things have gone well do Nike make em?,NT
9.11587E+17,"... let it be known, I've had these a LONG TM so they're dirty & worn out BUT, they STILL make feet feel great and absorb concrete shock",P
9.11556E+17,"Hey! I'm Nike , feeling digital artist. Trying to make $$$ from my talent. I'm open for commission! Feel free to message me here on Facebook. pic.twitter.com/SAIgcGQOGC",NT
9.11501E+17,I feel like I see the shit Nike doing I envisioned in 2013 & I'm happy they got some real people to finally open that door now,P
9.11467E+17,Kenny Bekele must feel like the GWS of nike going into Berlin tomorrow. #98ktigerssupporters,NT
9.11439E+17,How i feel about the upcoming Supreme Nike Drop... pic.twitter.com/Q8J3pn8ted,NT
9.11435E+17,I feel like the peace symbol to Ringo is like a Nike swoosh,NT
9.11427E+17,I feel like i betrayed nike by buying a pair of adidas,P
9.11419E+17,I got ridiculously expensive nike ones for xmas last year that feel like a little pillow on your feet. Highly recommended,P
9.11411E+17,"And again, Nike didn't pass on it. That's not how that stuff works. adi NEEDED it, Nike didn't feel it would help given other tech",N
9.11401E+17,"When I look at some of yall eyebrows I feel blessed with mine. Your parking block, upside down Nike check shit makes me feel uncomfortable",N
9.11387E+17,"In other news, Kim Jones Nike 's are still the most comfortable sneaker ever and I almost sleep in em. They feel like nothing",P
9.11381E+17,I really feel like I am floating wearing the Nike Air Vapormax.,P
9.11377E+17,"Adidas, so we can see his face, I feel like with Nike , you get lost in the shuffle",NT
9.11367E+17,Until either say we gonna pay you Im putting Jordan on puma Nike on Adidas any anything else I feel like putting together https:// twitter.com/nicekicks/stat us/910898134389211136 ,NT
9.11367E+17,"This @KDTrey5 twitter thing is hilarious. Buddy is a catfish..I use his nike branded book bag, I feel guilty by association",N
9.11359E+17,@NolanTheNinja #YEN Favorite tracks: 1.Yen 2. Schoolcraft http:// 3.Zip I feel like #Nike need to make an Air Max 95 for #YEN pic.twitter.com/8BD0UcZ2sk,NT
9.11347E+17,Nike free RN feel amazing but get shredded like crazy if you run a lot. Currently use Nike metcon 2. Way more durable but not as soft,NT
9.11331E+17,"I feel you, I told my girl I don't wanna have to wear Adidas so nike better come with it.",P
9.1133E+17,Legit just got this screen I feel its monitoring too much pic.twitter.com/glbO7M1Aml,NT
9.11329E+17,#Nike #AirPegasus 34 LIGHTWEIGHT & FAST BREATHABLE COMFORT SECURE FIT RESPONSIVE FEEL Variety of colors Mens Womens Kids #OnlySP #Pegasus pic.twitter.com/tT9vhkbTBE,NT
9.11321E+17,I feel uncomfortable when I'm wearing an under armour sports bra and the rest of my outfit Nike even though no one can see the sports bra,P
9.11312E+17,Wow I love . I really wanna buy one of these new Nike jerseys though. I feel like the quality is about to be unreal. Such a tough decision,P
9.11308E+17,I feel so alive! Ran 5.01 miles with Nike + Run Club pic.twitter.com/KZlU7g3sAi,P
9.11306E+17,"I feel ya, yall sale prices are trash tho",N
9.11305E+17,Shit really whatever we feel like buying is what we get in the store,N
9.11304E+17,Big fan of all the new #Nike NBA jerseys. Really feel like they have better hold on trends & what fans like. #NBA,P
9.11296E+17,"Can't stand all this Nike ""be the best"" stuff. How about just enjoying your running? Get fit, feel good. Who cares if you're not the best?",NT
9.11295E+17,"Which you clearly care about , so its not being a kid to feel a certain way about people wearing adidas pants with Nike s !",NT
9.1129E+17,#suctioncup !,NT
9.11284E+17,"Lol, I feel you! Mine too. Although I do gotta grab the new nike ones that come out next Friday. Cant wait!",P
9.1128E+17,You feel like nike hasn't helped CU? I feel like for a few years the CU uni stuff has been awesome,NT
9.11266E+17,Nothing makes me feel as scandalous as when my booksack makes my nike shorts ride up,NT
9.11254E+17,I feel like this is a parallel universe statement but... Adidas has been better for Hockey Nike has been worse for NBA,N
9.11253E+17,"if u ever feel like u look shitty going out rmb that i once wore a plain tshirt, nike shorts & slippers to trec",NT
9.11247E+17,I'm good w/ either deal tbh... feel like melo can gel in the H and in Portland https:// twitter.com/legionhoops/st atus/911241436179439619 ,NT
9.11237E+17,"I just feel like if you're going to wear Nike or whatever flops, make sure your socks are clean.",NT
9.11233E+17,"""I feel put together. I'm even wearing new Nike shorts and my fav tshirt"" - @cassidywright02 #notmysis https:// twitter.com/tweetlikeagiri /status/911001935762935808 ",NT
9.1123E+17,"Its about how you feel and how it makes you feel so, Just Do It like @Nike . #Sportswear #MartualArts #AfricanStars #DoSomething . pic.twitter.com/a5822Xme09",P
9.11227E+17,I love Nike . It's something about the addidas sweatsuits that I fuck wit. Gives me that early 80s/Run DMC feel lol,P
9.11213E+17,You are wearing a Nike shirt with adidas shoes and I feel ashamed and dirty all the way in Kinston.,NT
9.11212E+17,@jdhelpteam @Nike feel let down in more ways than one with these 2 companies #badcustomerservice #manufacturingdefect #airsequent2,N
9.11212E+17,I feel nothing but GREATNESS coming bc of the Man above it all!,P
9.11202E+17,This chick works out in a sports bra & those spandex short and I actually feel more naked in my full length lulus and long sleeve Nike shirt pic.twitter.com/TUJkhpJFOo,NT
9.11159E+17,"Nike , . , ",NT
9.11102E+17,I feel so cute today unlike last night I look like a potato that has been step on by a pair of Nike rubber shoes,NT
9.11083E+17,Timbs starting to feel like nike airs on me,P
9.11078E+17,Not sure of Seahawks fans should feel about a Nike commercial where their QB doesn't throw a pass...,NT
9.11054E+17,I feel you I feel you! But nothing is going to beat Nike gang I already ordered the velvet KDs just waiting for the Brons to drop next week.,P
9.11047E+17,Feel like I'm Rey throw up,NT
9.11041E+17,It did kinda feel like the Seahawks trolling the Niners when they showed the @DangeRussWilson Nike commercial... I kinda like it.,P
9.11036E+17,"I feel like an elitist douchebag with my nike visor, Starbucks drink and loud ass lanyard",N
9.11032E+17,bro i lowkey feel like im losing my best friend,NT
9.11028E+17,CHAPMAN x @Nike x niketraining It feel good to be back in the gym #legday #thursday #black https://www. instagram.com/p/BZUtYTml_2o/,P
9.11014E+17,I feel you - hopefully they do,NT
9.10995E+17,"@Nike tryna feel your fam-oh you eat electricity, eh?",NT
9.10992E+17,"@Nike hmu, I went to school for graphic design, I know what I want, you feel the vision. Probs no way to make it happen other than tweet x10",NT
9.10982E+17,I dead bought a $75 nike book bag for $3.50 I feel so proud lmao,P
9.10975E+17,I feel so stupid -,N
9.10966E+17,Interesting. Do you feel like your Nike data is less reliable since your relationship isn't as strong with them as other brands?,NT
9.1096E+17,thats how i feel about you wanting nike,NT
9.10952E+17,Im sorry you feel that way. I guess others dying because they arent as privileged as you must not matter.,NT
9.10938E+17,"Kinda agree because adidas is wavy af, so everyone wants to cop adidas now, but feel like they gotta support Nike also. Adidas",NT
9.10928E+17,Wearing Nike clothing makes me feel healthier than actually working out,P
9.10911E+17,In the mall waiting for the stores to open up. I feel like the resellers lining up outside of Nike .,P
9.10909E+17,That's exactly my point lol. I feel like if them bitches had a Nike check on them they would be hyped up hard as fuck,NT
9.10908E+17,"Fully agree, I feel guilty wearing no-show Nike socks with adidas. Logos must match!",NT
9.10906E+17,"I feel like adidas should be worn with adidas, Nike with Nike , etc",NT
9.10902E+17,Nike making me feel like a sponsored athlete by granting early access to their new shoes pic.twitter.com/oNsgKlhZSu,P
9.10902E+17,You should check out Nike or Under Armour golf polos. Athletic feel with professional look.,P
9.10893E+17,Shirt to small work out pants and Nike slippers I didnt feel like coming,NT
9.10888E+17,@Nike I woke up super early for the air max 97 release and was kicked out and unable to purchase. I feel so betrayed.,N
9.10877E+17,Crazy how kids can feel when something isnt right,NT
9.10875E+17,"Free students discounts (for uni & college students) for stores like Nike , Adidas, Mac, Feel Unique etc https://www. myunidays.com/r/AArE9W4zzVI",P
9.10856E+17,i kill myself just so i can feel like I'm in a vibe just so I can feel like i'm in the moment with you,NT
9.10845E+17,Nike have some really nice colours of their trainers at the moment... I feel dirty for admitting this...,P
9.10843E+17,yes my bro! literally just finished exercise I feel you g,NT
9.10827E+17,they look a bit Nike .... how do they feel ?,NT
9.10807E+17,I feel like Suho has worn nothing but Nike this year. Does he have an endorsement deal or something? pic.twitter.com/B8qw60qOYQ,NT
9.10805E+17,Pissed bro fuck it going shopping Saturday to make myself feel better,NT
9.10741E+17,These make Nike slides feel like bricks. You will love these,NT
9.10734E+17,"WHAT! I feel the same way YOU do I wanna SUCCEED, HAVE NO BUDGET, ETC; WELL LET'S JUST DO IT NO NIKE - KiNG",NT
9.10722E+17,"Black leggings, white or black tshirt, Nike or Addias shoes, possibly a black jacket. I always feel overdressed when I go out in the city.",NT
9.1072E+17,Same I here I think. I feel like adidas is advancing and coming up with new ideas and Nike shoes are beginning to all look similar,N
9.1072E+17,"They always blame the hottest one when they get killed, I guess now I know how Satan feel",NT
9.10716E+17,Just realized I'm wearing my Nike hoodie with my Boosts and feel so much disgust with myself,N
9.107E+17,Giannis possibly signing with Adidas makes a lot of sense. I feel they can be more creative with him than Nike .,N
9.10689E+17,I feel like that's so unnecessary lmao but you do you @Nike,NT
9.10683E+17,I feel like this idea was thought of at least a decade ago and Nike just slept on it until recently,N
9.10668E+17,"Torn bc I love Nike but I also love money in my bank account, you feel ??",NT
9.10668E+17,Why do you do this to me......you know how I feel about Nike and sales,NT
9.10665E+17,Ok foreal the Nike takedowns literally feel like I'm wearing cardboard on my foot. I'd rather wear a matflex,NT
9.10664E+17,Inspired and humbled by documentary #Breaking2 Technology advancing humans. I feel you @Nike #MR,NT
9.10663E+17,"*wears Nike sweats once* wow, I really feel in shape. I just might start eating salads",P
9.10655E+17,Tell me why I feel like this would be Nike @Lexii_mariee https:// twitter.com/girlhoodposts/ status/910536247667458050 ,NT
9.10647E+17,"Bred Air Jordan 1's, or Royals But feel you can rock any Nike Dunk Sb's",NT
9.10644E+17,so far ive gotten every nike skin except her recolor but. Idk how i feel about this one. I really don't know. She lowkey looks like senua pic.twitter.com/fzITfImckB,NT
9.10638E+17,Why do u feel the need for the gov to force u to help. Just do it as Nike says.,NT
9.10629E+17,i feel weird with these nike pros on but its HOTTTT ASF,P
9.10617E+17,"I ain't to hard to tell you how I feel , when you tat my name on you, you let me know it was real",NT
9.1061E+17,How I feel after spending $200 today in JC Penny on Nike apparel pic.twitter.com/TGzBsAutuB,NT
9.10608E+17,Adidas sweats and Nike shoes I feel attacked. Those are the only two brand I wear tho,NT
9.10605E+17,"Bruh what if the Nike slides feel better than Addisas, hush.",P
9.106E+17,Feel free to send us a DM and we will do our best to assist. https:// twitter.com/messages/compo se?recipient_id=415859364 ,NT
9.10595E+17,Any previous #Nike #lunarglide8 wearers tried the new #Nike #zoomfly how do your feet feel ?? @UKRunChat @FitnessRewards1,NT
9.10593E+17,"Navy cardigan, forest green t shirt, black nike shorts, and brown burks- I feel @raymaxc cringing in spirit right now.",N
9.10591E+17,"Ion use the word ""sorry"" I feel like how yu gone be sorry over sum shit yu internationally did...",NT
9.10581E+17,The 2017/18 Nike match balls look and feel great. @DiscountFK https:// twitter.com/WestLondonYout h/status/910571855798575104 ,P
9.10565E+17,I feel proud of myself for jogging a mile on the treadmill....,P
9.1056E+17,@Nike hello I just bought shoes in store and they are 50 dollars cheaper online and I don't feel like returning them pleSe give me money,N
9.10558E+17,I'm still mad at someone stealing my Nike hoodie & polo zip up 2 years ago so I feel the fellas on the hoodie thievery,NT
9.10558E+17,I'm wearing @Nike socks and I feel like I'm a professional athlete. Where's my money!!!!,P
9.10556E+17,Nike still have the right to match any offer made to Giannis by other companies. It just comes down to whether they feel the ROI is worth it,NT
9.10554E+17,2 more sizes available in these Mosaic board shorts. Ask bandup_ nike how they feel hell tell https://www. instagram.com/p/BZRVwd0AiIF/,NT
9.10549E+17,I've been initiated as a bro at Nike and idk how I feel about that,NT
9.10545E+17,Ran 2.51 miles with #Nike + #Run Club Starting to feel a little bit https://www. instagram.com/p/BZRR-9OlIWZ3 yENxj1Nwt67kPYwH5B4m5MPqII0/ ,P
9.10545E+17,You a cheese boy you don't really make me feel small when you passing by with those new Nike sneaker because I... http:// fb.me/8WCXyrCYa,NT
9.10543E+17,I feel like he signs with adidas idk why.. Nike would be lit tho,NT
9.10537E+17,"Since I'm a woman, I feel like I can mix Nike and Adidas or whatever brand I want... or maybe I just feel that way because im bad",NT
9.10531E+17,Sometimes I feel like my tongue is faster than my brain.,NT
9.10529E+17,Not sure how I feel about it lmao but I fw Nike,NT
9.10514E+17,this is why I love his album my pain I have I feel transitioned into these.lyrics cuz.i can relate to all of... http:// fb.me/1rmR3wRxy,NT
9.10512E+17,True I actually tried on the 4% and they feel better than boost but I never tried the $200 shoes and the Nike lab looks better lol,P
9.10511E+17,All I've been wearing recently is Nike shorts with tshirts or the long crop tops and I feel like @Nicnool,NT
9.10508E+17,"Good morning and happy hump day!! As Nike says ""Just do it!"" Did I feel like walking today? Nope But I did... http:// fb.me/1fXS5RszH",P
9.10483E+17,Sep 26: BVB set to feel the fury! Sep 29: Nike Mercurial Vapor Superfly Chapter 5 boots go on sale! http:// bit.ly/2xvZ5Q7 #UCL #CR7,NT
9.10462E+17,"When you don't feel like doing ""IT"" Nike always has the best advice @jockowillink pic.twitter.com/NOLZJiF7Lf",P
9.10449E+17,"Yeah I feel you , no urgent care doe or a small http:// dr.office ?",NT
9.10448E+17,What a creative Big Billion Offers to feel wow 50% off on Nike #SaleOnMyntra,P
9.10419E+17,I know how you feel cos no one is listening to me either,NT
9.1041E+17,"I just finished my 6th week, and I feel stronger than ever! :) Nike Training Club is Awesome https://www. runwithnoregrets.com/2015/02/nike-t raining-club-app/ via @Janelle_RWNR",P
9.10397E+17,"It's a feel -good Big Billion Offers, wow 50% off on Nike #SaleOnMyntra",P
9.10354E+17,I honestly love walking around in my nike slides because my girl got them for me and I feel like there's a part of her with me yes headass,P
9.10353E+17,I feel cuter when I wear a big shirt and Nike shorts rather than an expensive nice dress. Whoops.,P
9.10345E+17,I was at Lenox and those Nike windbreakers were calling my name . Discount make me feel like I'm stealing,P
9.10328E+17,adidas yeezy. <<< NIKE YEEZY. What happens when boost dies? cuz after they get to worn out they feel to low to ground.,P
9.10324E+17,"I feel a bit sad for Genie. Ex top5, possible top100 exit, got (understandably) snubbed by Nike at USO. No one deserves to go through this.",N
9.10285E+17,"""I'm worth it."" I like the athletic socks with the arch support, mostly Puma and Nike . They feel nice on my piggies.",P
9.10284E+17,U don't have to feel bad about it gurl be like nike and just do it,P
9.10278E+17,Whaaat. I heard nmd's are better. And that the nike feel weird bc you can feel each different piece of the sole every step. But idk,NT
9.10268E+17,"Poppoplewis the Cave on YouTube, See how I feel Nike /Jordan could Ruin this Release For Us pic.twitter.com/rQi5I0IND0",NT
9.10266E+17,I see how you feel Quinton,NT
9.10261E+17,"Do you know how it feel to feel alone? Bought myself a house, still feel like I ain't home Driving by myself,... http:// fb.me/6sroRrE78",NT
9.10251E+17,I feel like they do this every Sunday Night. So in synced tho.,NT
9.10246E+17,The Nike are comfortable as duck but I feel like adidas look cooler I'm TORN,NT
9.1024E+17,There's not many things in this world that quite make me feel like when I slide a new pair of white Nike crew socks on,P
9.10239E+17,"Nike 's def leading pack in 1:1 race. On other days, you wear best-selling Nikes? Something abt 1:1 + coveted kicks makes me feel complete.",P
9.10234E+17,I feel like doing Nike Training Club and reading Numberology once that is completed.,NT
9.10204E+17,10/10 would recommend the Nike wind breaker I feel glam asf but I actually look like shit so,P
9.102E+17,Every time I take off a Nike sneaker I feel like I'm taking off a heel. Them soles add an inch or two I swear,NT
9.102E+17,Even if you feel you can't Nike you have to at this point,NT
9.10199E+17,How I feel when I set a SMART goal and complete it. #lol #tbt #itslit #TacoTuesday #emancipatorylit #3 #mcm #nike #manuelito # pic.twitter.com/8yJAkOIAQU,NT
9.10185E+17,I feel like Nike giving up on these new designs..,N
9.10179E+17,I love college cuz I can wear an Adidas jacket and Nike shorts and not feel judged,NT
9.10174E+17,They use Nike Flyknit technology but have the Converse feel to them ;),NT
9.10164E+17,"Amazon, target, nike ..They all want me to believe their products will make me feel like a complete man.",NT
9.10161E+17," http://www. sport.mk : NIKE SB CHECK SOLAR: :3,190.00. :3,990.00. SOFT FEEL , https://www. sport.mk/mazhi/nike-nik e-sb-check-solar-843895-005?utm_source=dlvr.it&utm_medium=twitter pic.twitter.com/2HoIxPsyAL",NT
9.10155E+17,"I always feel like I'm in a Nike commercial when I'm running in the rain, but this is what I really look like pic.twitter.com/cW1iJ3U0cs",NT
9.10139E+17,"""Cole Haan is like high fashion Nike , so you feel like you're wearing Nike shoes, but..."" MAYWARD REALKiligSaLIT #PushAwardsMayWards",P
9.10135E+17,"bitches thought it was so funny to fw somebody nigga now they nigga fw somebody else , NAH NAH BOO BOO how it feel bitch ?",NT
9.10116E+17,Nike pro cools on rainy days i got no time to feel muggy,NT
9.10107E+17,I feel like there's no reason for Nike to have left and right socks,NT
9.10086E+17,"""If you like her, if she makes you happy, and if you feel nike ;you know hevtjen don't let her go.""",NT
9.10084E+17,"there's a kid in my class wish a shirt that says ""Satan- just believe it"" wish a nike swoosh and I feel like im back at chug rn",NT
9.10076E+17, #nike #airmax # : Ikebukurohttps://www.instagram.com/p/BZN8sN_Fqvu/,NT
9.10042E+17,Feel the Air! #artyoucaneat #nike #nikeairmax #nikeairmax90 #nikecake #nikeaircake https://www. instagram.com/p/BZNtJYVBy8b/,P
9.10031E+17,Nike ... AdidasGangGang coming to collect... ya feel me? https:// twitter.com/npdmattpowell/ status/909841685852561408 ,NT
9.10019E+17,I love that the ultra-flexible outsole of the Nike Free RN Distance 2 lets your foot move naturally. Love the fit. Love the feel . pic.twitter.com/YdFDrpmmqz,P
9.10016E+17,I'm usually good at putting away my kicks. Dozed off and my dog chewed up my @Nike air max '97 silver bullets. I feel like crying.,NT
9.10009E+17,I feel cute as heck today . 00 mi with Nike +.,P
9.10007E+17,"I feel like UA hasn't built the rep. if people like a UA product they'll buy it again, but looking for something new still go Adidas or Nike",NT
9.10004E+17,Tbh the only 2 good things I got out of working at Nike were seeing celebrites/athletes & coworkers that feel like family.,NT
9.10004E+17,"I just drink the NyQuil until I feel like it's enough , I don't do that measuring shit",NT
9.09993E+17,@Nike needs more creatives of today to work with. I feel like they still have the mental of the mid 2000s in today's sneaker world,N
9.09976E+17,"most Nike Zoom sneakers have a better ""comfort"" feel than boost. Sock Dart, Flyknit Mercurial Superfly, Presto = designs adidas has copied",P
9.09975E+17,Nike did a good job on these jerseys and I know that because I feel disgusted wearing the old jerseys in 2K,P
9.09969E+17,I honestly feel like he might just have nike in his hands,NT
9.09964E+17,I agree bro I feel like Nike feeds off its logo with some releases,NT
9.09961E+17,I'm really wearing Nike socks with addidas shoes right now.. I feel like such a fucken scrub,NT
9.09956E+17,I feel you but all im saying is wear Adidas with adidas and nike w/ nike,NT
9.09947E+17,I kinda feel like my college self. Like I got the urge to go out right now,NT
9.09944E+17,I feel like Nike is going to waste his talents. Adidas is much more cutting edge nowadays in my opinion,N
9.09939E+17,I feel its going to be tough for nike to come back. Nike shoes look nice but r not focused on comfort. Climacool is better than climalite.,N
9.09936E+17,What do you feel Nike /JB will do moving forward to try and gain some traction? Also how worried should UA with their sales at this point?,NT
9.0993E+17,Nike apple Disney Amazon Coca-Cola I feel like certian heads are never gonna be cut off,NT
9.09927E+17,The new Nike 's look cheap and feel cheap. Refuse to buy them. https:// twitter.com/npdmattpowell/ status/909841195228045314 ,N
9.09915E+17,In the 90s as a kid trying on anything Nike air..they would ask do you feel the air ? Nowadays it's so do you feel the boost? @adidasrunning,NT
9.09913E+17,Wow what a great fit.. just wanted to try the Nike air yeezys NRG 2 on to see how good they feel https://www. instagram.com/p/BZMyWOBhpdy/,P
9.09912E+17,I really just don't feel like this means anything as Nike continues to crush.,P
9.09903E+17,I really want a white pair of Nike but I feel like their going to get destroyed,NT
9.09903E+17,His eyebrows look like upside down Nike I feel bad for saying shit to poor ryland,NT
9.09898E+17,"Very true, but curious to see how they feel on feet/while running, if not Nike .ca return policy is nice lol",P
9.09895E+17,The Nike Kyrie 3 is built for a fast playing style. This offers premium traction & great court feel . Available at http:// bit.ly/2wCku6f . pic.twitter.com/9V1ERpEdmm,P
9.09894E+17,i just feel like Nike is playing themselves by releasing so many variations of a shoe. JB is drowing itself,N
9.09883E+17,Sometimes you gotta treat yourself cause who else will? Feel me.,NT
9.09881E+17,Really miss you @RINMOLA I feel like I have been robbed unfairly,NT
9.0988E+17,Bc they are actually making shoes that feel comfortable n the quality is nice no glue marks all over the damn shoe @nike https:// twitter.com/br_kicks/statu s/909877341756764160 ,P
9.09878E+17,Last time I take a friends advise and wear nike pro shorts. Every step you take you feel like you're hoein'. Nope.,N
9.09876E+17,"My most recent Nike purchases (Roshes) feel like the soles have been wearing out rather quickly, so I'm probably going Adidas next.",N
9.09871E+17,Rare R&B Soul 45 Tony Lawrence Until You've Loved That's How I Feel Nike 720-721 http:// ift.tt/2jDUVAD,P
9.09868E+17,interesting battle - feel like nike playing long game w HyperAdapt + clothing ( http://www. espn.com/nba/story/_/id /20745818/nike-statement-uniforms-nba-fans-talking-season ) + 3dp etc...no idea whether bet pays,NT
9.09865E+17,Four years w Nike was on the 15th and I just feel unbelievably blessed w the people I've met and opportunities I've had because of it.,P
9.09852E+17,"i feel like this is still sort of a win for Nike , since Adidas hired a bunch of former Nike designers/employees",P
9.09843E+17,"Bought my first Nike piece of training clothing and feel like I've cheated on Under Armour, cuz I am a walking marketing tool for UA",N
9.09834E+17,"Spending all day in JFK airport. Feel like @tomhanks ""Where can I buy, the Nike shoes"" at John F. Kennedy International Airport (JFK)",NT
9.09833E+17,rockin a Nike tee w/ dressy flats I didnt feel like lookin for my sneakers lol,NT
9.09832E+17,Ain't nothing like the feel of a @Nike Hoodie,P
9.0983E+17,Nike tech sweats make me feel like a champion,P
9.09826E+17,"Feel we will be the only ones gunning for these , I like the ones too",P
9.09811E+17,Sad that I can never wear my gazelles whenever I feel like it bc I'm always at Nike,NT
9.09801E+17,I don't know why but this image made me feel some kind of way then it came to me #Nike #sports https://www. instagram.com/p/BZL_mV8HDjF/,NT
9.098E+17,I feel bad for all my poor nike socks I never wear anymore,NT
9.09764E+17,"I'm dead ass wearing Nike adidas and underarmour all at once, if I wasn't so tired I would feel some type way about it",NT
9.09706E+17,"You know that great Nike quote JUST DO IT well THAT! you know you will feel great, book your class or Free Trial text: 07557340447 pic.twitter.com/oChqoSXIfR",P
9.09702E+17,JITCH I FEEL IKE CRYING!!!!!;;,NT
9.09674E+17,Featherweight feel meets futuristic feel . The @nike Air Presto Fly Se in White/Armory Blue - http:// bit.ly/2xEw6dQ pic.twitter.com/c4VeqNJ23G,P
9.09669E+17,Why do I feel like this is just BS *rolls eyes* https:// twitter.com/HeaIthyVideo/s tatus/909082476898684928 ,NT
9.09611E+17,@adidas I got a pair or these and I swear I'll never go back to a Nike shoe I love these things so much and they don't hurt my feel at all!,N
9.09608E+17,i feel you on this one nike bruce https:// twitter.com/bruschi_71/sta tus/909606976857964544 ,NT
9.09605E+17,"people always say they'll be there for you, but when you need them they abandon you & make you feel like fucking shit.",NT
9.09598E+17,"i feel you, probably got memories wearing that hat...now u gotta make more memories with a new Nike hat",P
9.09587E+17,This is how I feel when I got on all Nike at the gym https:// twitter.com/mrlovesong_/st atus/909108789047185409 ,NT
9.09584E+17,So Rocky took the UA deal and Nike went with Travis Scott ? Congrats to both of em but I still feel like that's strange,NT
9.09556E+17,I started Cooper over Crabtree in fantasy today and this man had 26 points.... I feel played,NT
9.09551E+17,Donno why i feel Marvel would be team Adidas and Dc World as Team Nike,NT
9.09533E+17,"exactly...and i feel like the Rockhold rematch makes sense because, they are both trying to bounce back right now....",NT
